adc ax,ax|6611c0
xor rsp,[rsi]|483326
xor rsp,[rdi]|483327
xor rsp,[rbp]|48336500
xor rsp,[rsp]|48332424
xor [rbx],ax|663103
xor [rbx],bx|66311b
xor [rbx],cx|66310b
xor [rbx],dx|663113
xor [rbx],si|663133
xor [rbx],di|66313b
xor [rbx],sp|663123
xor [rbx],bp|66312b
xor [rbx],ah|3023
xor [rbx],al|3003
xor [rbx],bh|303b
xor [rbx],bl|301b
xor [rbx],ch|302b
xor [rbx],cl|300b
xor [rbx],dh|3033
xor [rbx],dl|3013
xor [rbx],eax|3103
xor [rbx],ebx|311b
xor [rbx],ecx|310b
xor [rbx],esi|3133
xor [rbx],edi|313b
xor [rbx],ebp|312b
xor [rbx],esp|3123
xor [rbx],rax|483103
xor [rbx],rbx|48311b
xor [rbx],rcx|48310b
xor [rbx],rsi|483133
xor [rbx],rdi|48313b
xor [rbx],rbp|48312b
xor [rbx],rsp|483123
xor [rsi],ax|663106
xor [rsi],bx|66311e
xor [rsi],cx|66310e
xor [rsi],dx|663116
xor [rsi],si|663136
xor [rsi],di|66313e
xor [rsi],sp|663126
xor [rsi],bp|66312e
xor [rsi],ah|3026
xor [rsi],al|3006
xor [rsi],bh|303e
xor [rsi],bl|301e
xor [rsi],ch|302e
xor [rsi],cl|300e
xor [rsi],dh|3036
xor [rsi],dl|3016
xor [rsi],eax|3106
xor [rsi],ebx|311e
xor [rsi],ecx|310e
xor [rsi],esi|3136
xor [rsi],edi|313e
xor [rsi],ebp|312e
xor [rsi],esp|3126
xor [rsi],rax|483106
xor [rsi],rbx|48311e
xor [rsi],rcx|48310e
xor [rsi],rsi|483136
xor [rsi],rdi|48313e
xor [rsi],rbp|48312e
xor [rsi],rsp|483126
xor [rdi],ax|663107
xor [rdi],bx|66311f
xor [rdi],cx|66310f
xor [rdi],dx|663117
xor [rdi],si|663137
xor [rdi],di|66313f
xor [rdi],sp|663127
xor [rdi],bp|66312f
xor [rdi],ah|3027
xor [rdi],al|3007
xor [rdi],bh|303f
xor [rdi],bl|301f
xor [rdi],ch|302f
xor [rdi],cl|300f
xor [rdi],dh|3037
xor [rdi],dl|3017
xor [rdi],eax|3107
xor [rdi],ebx|311f
xor [rdi],ecx|310f
xor [rdi],esi|3137
xor [rdi],edi|313f
xor [rdi],ebp|312f
xor [rdi],esp|3127
xor [rdi],rax|483107
xor [rdi],rbx|48311f
xor [rdi],rcx|48310f
xor [rdi],rsi|483137
xor [rdi],rdi|48313f
xor [rdi],rbp|48312f
xor [rdi],rsp|483127
xor [rbp],ax|66314500
xor [rbp],bx|66315d00
xor [rbp],cx|66314d00
xor [rbp],dx|66315500
xor [rbp],si|66317500
xor [rbp],di|66317d00
xor [rbp],sp|66316500
xor [rbp],bp|66316d00
xor [rbp],ah|306500
xor [rbp],al|304500
xor [rbp],bh|307d00
xor [rbp],bl|305d00
xor [rbp],ch|306d00
xor [rbp],cl|304d00
xor [rbp],dh|307500
xor [rbp],dl|305500
xor [rbp],eax|314500
xor [rbp],ebx|315d00
xor [rbp],ecx|314d00
xor [rbp],esi|317500
xor [rbp],edi|317d00
xor [rbp],ebp|316d00
xor [rbp],esp|316500
xor [rbp],rax|48314500
xor [rbp],rbx|48315d00
xor [rbp],rcx|48314d00
xor [rbp],rsi|48317500
xor [rbp],rdi|48317d00
xor [rbp],rbp|48316d00
xor [rbp],rsp|48316500
xor [rsp],ax|66310424
xor [rsp],bx|66311c24
xor [rsp],cx|66310c24
xor [rsp],dx|66311424
xor [rsp],si|66313424
xor [rsp],di|66313c24
xor [rsp],sp|66312424
xor [rsp],bp|66312c24
xor [rsp],ah|302424
xor [rsp],al|300424
xor [rsp],bh|303c24
xor [rsp],bl|301c24
xor [rsp],ch|302c24
xor [rsp],cl|300c24
xor [rsp],dh|303424
xor [rsp],dl|301424
xor [rsp],eax|310424
xor [rsp],ebx|311c24
xor [rsp],ecx|310c24
xor [rsp],esi|313424
xor [rsp],edi|313c24
xor [rsp],ebp|312c24
xor [rsp],esp|312424
xor [rsp],rax|48310424
xor [rsp],rbx|48311c24
xor [rsp],rcx|48310c24
xor [rsp],rsi|48313424
xor [rsp],rdi|48313c24
xor [rsp],rbp|48312c24
xor [rsp],rsp|48312424
enter 0x0,0x0|c8000000
in ax,dx|66ed
in ax,0x0|66e500
in al,dx|ec
in al,0x0|e400
in eax,dx|ed
in eax,0x0|e500
out dx,ax|66ef
out dx,al|ee
out dx,eax|ef
out 0x0,ax|66e700
out 0x0,al|e600
out 0x0,eax|e700
int 0x0 | cd00
jecxz 0x0 | 67e3fd
jmp 0x0 | e9fbffffff
jmp [0x0] | ff242500000000
jmp [ebx] | 67ff23
jmp [esi] | 67ff26
jmp [edi] | 67ff27
jmp [ebp] | 67ff6500
jmp [esp] | 67ff2424
jmp rax | ffe0
jmp rbx | ffe3
jmp rcx | ffe1
jmp rsi | ffe6
jmp rdi | ffe7
jmp rbp | ffe5
jmp rsp | ffe4
jmp [rbx] | ff23
jmp [rsi] | ff26
jmp [rdi] | ff27
jmp [rbp] | ff6500
jmp [rsp] | ff2424
3e
26
2e
lfs ax,[0x0]|660fb4042500000000
lfs ax,[ebx]|66670fb403
lfs ax,[esi]|66670fb406
lfs ax,[edi]|66670fb407
lfs ax,[ebp]|66670fb44500
lfs ax,[esp]|66670fb40424
lfs ax,[rbx]|660fb403
lfs ax,[rsi]|660fb406
lfs ax,[rdi]|660fb407
lfs ax,[rbp]|660fb44500
lfs ax,[rsp]|660fb40424
lfs bx,[0x0]|660fb41c2500000000
lfs bx,[ebx]|66670fb41b
lfs bx,[esi]|66670fb41e
lfs bx,[edi]|66670fb41f
lfs bx,[ebp]|66670fb45d00
lfs bx,[esp]|66670fb41c24
lfs bx,[rbx]|660fb41b
lfs bx,[rsi]|660fb41e
lfs bx,[rdi]|660fb41f
lfs bx,[rbp]|660fb45d00
lfs bx,[rsp]|660fb41c24
lfs cx,[0x0]|660fb40c2500000000
lfs cx,[ebx]|66670fb40b
lfs cx,[esi]|66670fb40e
lfs cx,[edi]|66670fb40f
lfs cx,[ebp]|66670fb44d00
lfs cx,[esp]|66670fb40c24
lfs cx,[rbx]|660fb40b
lfs cx,[rsi]|660fb40e
lfs cx,[rdi]|660fb40f
lfs cx,[rbp]|660fb44d00
lfs cx,[rsp]|660fb40c24
lfs dx,[0x0]|660fb4142500000000
lfs dx,[ebx]|66670fb413
lfs dx,[esi]|66670fb416
lfs dx,[edi]|66670fb417
lfs dx,[ebp]|66670fb45500
lfs dx,[esp]|66670fb41424
lfs dx,[rbx]|660fb413
lfs dx,[rsi]|660fb416
lfs dx,[rdi]|660fb417
lfs dx,[rbp]|660fb45500
lfs dx,[rsp]|660fb41424
lfs si,[0x0]|660fb4342500000000
lfs si,[ebx]|66670fb433
lfs si,[esi]|66670fb436
lfs si,[edi]|66670fb437
lfs si,[ebp]|66670fb47500
lfs si,[esp]|66670fb43424
lfs si,[rbx]|660fb433
lfs si,[rsi]|660fb436
lfs si,[rdi]|660fb437
lfs si,[rbp]|660fb47500
lfs si,[rsp]|660fb43424
lfs di,[0x0]|660fb43c2500000000
lfs di,[ebx]|66670fb43b
lfs di,[esi]|66670fb43e
lfs di,[edi]|66670fb43f
lfs di,[ebp]|66670fb47d00
lfs di,[esp]|66670fb43c24
lfs di,[rbx]|660fb43b
lfs di,[rsi]|660fb43e
lfs di,[rdi]|660fb43f
lfs di,[rbp]|660fb47d00
lfs di,[rsp]|660fb43c24
lfs sp,[0x0]|660fb4242500000000
lfs sp,[ebx]|66670fb423
lfs sp,[esi]|66670fb426
lfs sp,[edi]|66670fb427
lfs sp,[ebp]|66670fb46500
lfs sp,[esp]|66670fb42424
lfs sp,[rbx]|660fb423
lfs sp,[rsi]|660fb426
lfs sp,[rdi]|660fb427
lfs sp,[rbp]|660fb46500
lfs sp,[rsp]|660fb42424
lfs bp,[0x0]|660fb42c2500000000
lfs bp,[ebx]|66670fb42b
lfs bp,[esi]|66670fb42e
lfs bp,[edi]|66670fb42f
lfs bp,[ebp]|66670fb46d00
lfs bp,[esp]|66670fb42c24
lfs bp,[rbx]|660fb42b
lfs bp,[rsi]|660fb42e
lfs bp,[rdi]|660fb42f
lfs bp,[rbp]|660fb46d00
lfs bp,[rsp]|660fb42c24
lfs eax,[0x0]|0fb4042500000000
lfs eax,[ebx]|670fb403
lfs eax,[esi]|670fb406
lfs eax,[edi]|670fb407
lfs eax,[ebp]|670fb44500
lfs eax,[esp]|670fb40424
lfs eax,[rbx]|0fb403
lfs eax,[rsi]|0fb406
lfs eax,[rdi]|0fb407
lfs eax,[rbp]|0fb44500
lfs eax,[rsp]|0fb40424
lfs ebx,[0x0]|0fb41c2500000000
lfs ebx,[ebx]|670fb41b
lfs ebx,[esi]|670fb41e
lfs ebx,[edi]|670fb41f
lfs ebx,[ebp]|670fb45d00
lfs ebx,[esp]|670fb41c24
lfs ebx,[rbx]|0fb41b
lfs ebx,[rsi]|0fb41e
lfs ebx,[rdi]|0fb41f
lfs ebx,[rbp]|0fb45d00
lfs ebx,[rsp]|0fb41c24
lfs ecx,[0x0]|0fb40c2500000000
lfs ecx,[ebx]|670fb40b
lfs ecx,[esi]|670fb40e
lfs ecx,[edi]|670fb40f
lfs ecx,[ebp]|670fb44d00
lfs ecx,[esp]|670fb40c24
lfs ecx,[rbx]|0fb40b
lfs ecx,[rsi]|0fb40e
lfs ecx,[rdi]|0fb40f
lfs ecx,[rbp]|0fb44d00
lfs ecx,[rsp]|0fb40c24
lfs esi,[0x0]|0fb4342500000000
lfs esi,[ebx]|670fb433
lfs esi,[esi]|670fb436
lfs esi,[edi]|670fb437
lfs esi,[ebp]|670fb47500
lfs esi,[esp]|670fb43424
lfs esi,[rbx]|0fb433
lfs esi,[rsi]|0fb436
lfs esi,[rdi]|0fb437
lfs esi,[rbp]|0fb47500
lfs esi,[rsp]|0fb43424
lfs edi,[0x0]|0fb43c2500000000
lfs edi,[ebx]|670fb43b
lfs edi,[esi]|670fb43e
lfs edi,[edi]|670fb43f
lfs edi,[ebp]|670fb47d00
lfs edi,[esp]|670fb43c24
lfs edi,[rbx]|0fb43b
lfs edi,[rsi]|0fb43e
lfs edi,[rdi]|0fb43f
lfs edi,[rbp]|0fb47d00
lfs edi,[rsp]|0fb43c24
lfs ebp,[0x0]|0fb42c2500000000
lfs ebp,[ebx]|670fb42b
lfs ebp,[esi]|670fb42e
lfs ebp,[edi]|670fb42f
lfs ebp,[ebp]|670fb46d00
lfs ebp,[esp]|670fb42c24
lfs ebp,[rbx]|0fb42b
lfs ebp,[rsi]|0fb42e
lfs ebp,[rdi]|0fb42f
lfs ebp,[rbp]|0fb46d00
lfs ebp,[rsp]|0fb42c24
lfs esp,[0x0]|0fb4242500000000
lfs esp,[ebx]|670fb423
lfs esp,[esi]|670fb426
lfs esp,[edi]|670fb427
lfs esp,[ebp]|670fb46500
lfs esp,[esp]|670fb42424
lfs esp,[rbx]|0fb423
lfs esp,[rsi]|0fb426
lfs esp,[rdi]|0fb427
lfs esp,[rbp]|0fb46500
lfs esp,[rsp]|0fb42424
lfs rax,[0x0]|480fb4042500000000
lfs rax,[ebx]|67480fb403
lfs rax,[esi]|67480fb406
lfs rax,[edi]|67480fb407
lfs rax,[ebp]|67480fb44500
lfs rax,[esp]|67480fb40424
lfs rax,[rbx]|480fb403
lfs rax,[rsi]|480fb406
lfs rax,[rdi]|480fb407
lfs rax,[rbp]|480fb44500
lfs rax,[rsp]|480fb40424
lfs rbx,[0x0]|480fb41c2500000000
lfs rbx,[ebx]|67480fb41b
lfs rbx,[esi]|67480fb41e
lfs rbx,[edi]|67480fb41f
lfs rbx,[ebp]|67480fb45d00
lfs rbx,[esp]|67480fb41c24
lfs rbx,[rbx]|480fb41b
lfs rbx,[rsi]|480fb41e
lfs rbx,[rdi]|480fb41f
lfs rbx,[rbp]|480fb45d00
lfs rbx,[rsp]|480fb41c24
lfs rcx,[0x0]|480fb40c2500000000
lfs rcx,[ebx]|67480fb40b
lfs rcx,[esi]|67480fb40e
lfs rcx,[edi]|67480fb40f
lfs rcx,[ebp]|67480fb44d00
lfs rcx,[esp]|67480fb40c24
lfs rcx,[rbx]|480fb40b
lfs rcx,[rsi]|480fb40e
lfs rcx,[rdi]|480fb40f
lfs rcx,[rbp]|480fb44d00
lfs rcx,[rsp]|480fb40c24
lfs rsi,[0x0]|480fb4342500000000
lfs rsi,[ebx]|67480fb433
lfs rsi,[esi]|67480fb436
lfs rsi,[edi]|67480fb437
lfs rsi,[ebp]|67480fb47500
lfs rsi,[esp]|67480fb43424
lfs rsi,[rbx]|480fb433
lfs rsi,[rsi]|480fb436
lfs rsi,[rdi]|480fb437
lfs rsi,[rbp]|480fb47500
lfs rsi,[rsp]|480fb43424
lfs rdi,[0x0]|480fb43c2500000000
lfs rdi,[ebx]|67480fb43b
lfs rdi,[esi]|67480fb43e
lfs rdi,[edi]|67480fb43f
lfs rdi,[ebp]|67480fb47d00
lfs rdi,[esp]|67480fb43c24
lfs rdi,[rbx]|480fb43b
lfs rdi,[rsi]|480fb43e
lfs rdi,[rdi]|480fb43f
lfs rdi,[rbp]|480fb47d00
lfs rdi,[rsp]|480fb43c24
lfs rbp,[0x0]|480fb42c2500000000
lfs rbp,[ebx]|67480fb42b
lfs rbp,[esi]|67480fb42e
lfs rbp,[edi]|67480fb42f
lfs rbp,[ebp]|67480fb46d00
lfs rbp,[esp]|67480fb42c24
lfs rbp,[rbx]|480fb42b
lfs rbp,[rsi]|480fb42e
lfs rbp,[rdi]|480fb42f
lfs rbp,[rbp]|480fb46d00
lfs rbp,[rsp]|480fb42c24
lfs rsp,[0x0]|480fb4242500000000
lfs rsp,[ebx]|67480fb423
lfs rsp,[esi]|67480fb426
lfs rsp,[edi]|67480fb427
lfs rsp,[ebp]|67480fb46500
lfs rsp,[esp]|67480fb42424
lfs rsp,[rbx]|480fb423
lfs rsp,[rsi]|480fb426
lfs rsp,[rdi]|480fb427
lfs rsp,[rbp]|480fb46500
lfs rsp,[rsp]|480fb42424
lgs ax,[0x0]|660fb5042500000000
lgs ax,[ebx]|66670fb503
lgs ax,[esi]|66670fb506
lgs ax,[edi]|66670fb507
lgs ax,[ebp]|66670fb54500
lgs ax,[esp]|66670fb50424
lgs ax,[rbx]|660fb503
lgs ax,[rsi]|660fb506
lgs ax,[rdi]|660fb507
lgs ax,[rbp]|660fb54500
lgs ax,[rsp]|660fb50424
lgs bx,[0x0]|660fb51c2500000000
lgs bx,[ebx]|66670fb51b
lgs bx,[esi]|66670fb51e
lgs bx,[edi]|66670fb51f
lgs bx,[ebp]|66670fb55d00
lgs bx,[esp]|66670fb51c24
lgs bx,[rbx]|660fb51b
lgs bx,[rsi]|660fb51e
lgs bx,[rdi]|660fb51f
lgs bx,[rbp]|660fb55d00
lgs bx,[rsp]|660fb51c24
lgs cx,[0x0]|660fb50c2500000000
lgs cx,[ebx]|66670fb50b
lgs cx,[esi]|66670fb50e
lgs cx,[edi]|66670fb50f
lgs cx,[ebp]|66670fb54d00
lgs cx,[esp]|66670fb50c24
lgs cx,[rbx]|660fb50b
lgs cx,[rsi]|660fb50e
lgs cx,[rdi]|660fb50f
lgs cx,[rbp]|660fb54d00
lgs cx,[rsp]|660fb50c24
lgs dx,[0x0]|660fb5142500000000
lgs dx,[ebx]|66670fb513
lgs dx,[esi]|66670fb516
lgs dx,[edi]|66670fb517
lgs dx,[ebp]|66670fb55500
lgs dx,[esp]|66670fb51424
lgs dx,[rbx]|660fb513
lgs dx,[rsi]|660fb516
lgs dx,[rdi]|660fb517
lgs dx,[rbp]|660fb55500
lgs dx,[rsp]|660fb51424
lgs si,[0x0]|660fb5342500000000
lgs si,[ebx]|66670fb533
lgs si,[esi]|66670fb536
lgs si,[edi]|66670fb537
lgs si,[ebp]|66670fb57500
lgs si,[esp]|66670fb53424
lgs si,[rbx]|660fb533
lgs si,[rsi]|660fb536
lgs si,[rdi]|660fb537
lgs si,[rbp]|660fb57500
lgs si,[rsp]|660fb53424
lgs di,[0x0]|660fb53c2500000000
lgs di,[ebx]|66670fb53b
lgs di,[esi]|66670fb53e
lgs di,[edi]|66670fb53f
lgs di,[ebp]|66670fb57d00
lgs di,[esp]|66670fb53c24
lgs di,[rbx]|660fb53b
lgs di,[rsi]|660fb53e
lgs di,[rdi]|660fb53f
lgs di,[rbp]|660fb57d00
lgs di,[rsp]|660fb53c24
lgs sp,[0x0]|660fb5242500000000
lgs sp,[ebx]|66670fb523
lgs sp,[esi]|66670fb526
lgs sp,[edi]|66670fb527
lgs sp,[ebp]|66670fb56500
lgs sp,[esp]|66670fb52424
lgs sp,[rbx]|660fb523
lgs sp,[rsi]|660fb526
lgs sp,[rdi]|660fb527
lgs sp,[rbp]|660fb56500
lgs sp,[rsp]|660fb52424
lgs bp,[0x0]|660fb52c2500000000
lgs bp,[ebx]|66670fb52b
lgs bp,[esi]|66670fb52e
lgs bp,[edi]|66670fb52f
lgs bp,[ebp]|66670fb56d00
lgs bp,[esp]|66670fb52c24
lgs bp,[rbx]|660fb52b
lgs bp,[rsi]|660fb52e
lgs bp,[rdi]|660fb52f
lgs bp,[rbp]|660fb56d00
lgs bp,[rsp]|660fb52c24
lgs eax,[0x0]|0fb5042500000000
lgs eax,[ebx]|670fb503
lgs eax,[esi]|670fb506
lgs eax,[edi]|670fb507
lgs eax,[ebp]|670fb54500
lgs eax,[esp]|670fb50424
lgs eax,[rbx]|0fb503
lgs eax,[rsi]|0fb506
lgs eax,[rdi]|0fb507
lgs eax,[rbp]|0fb54500
lgs eax,[rsp]|0fb50424
lgs ebx,[0x0]|0fb51c2500000000
lgs ebx,[ebx]|670fb51b
lgs ebx,[esi]|670fb51e
lgs ebx,[edi]|670fb51f
lgs ebx,[ebp]|670fb55d00
lgs ebx,[esp]|670fb51c24
lgs ebx,[rbx]|0fb51b
lgs ebx,[rsi]|0fb51e
lgs ebx,[rdi]|0fb51f
lgs ebx,[rbp]|0fb55d00
lgs ebx,[rsp]|0fb51c24
lgs ecx,[0x0]|0fb50c2500000000
lgs ecx,[ebx]|670fb50b
lgs ecx,[esi]|670fb50e
lgs ecx,[edi]|670fb50f
lgs ecx,[ebp]|670fb54d00
lgs ecx,[esp]|670fb50c24
lgs ecx,[rbx]|0fb50b
lgs ecx,[rsi]|0fb50e
lgs ecx,[rdi]|0fb50f
lgs ecx,[rbp]|0fb54d00
lgs ecx,[rsp]|0fb50c24
lgs esi,[0x0]|0fb5342500000000
lgs esi,[ebx]|670fb533
lgs esi,[esi]|670fb536
lgs esi,[edi]|670fb537
lgs esi,[ebp]|670fb57500
lgs esi,[esp]|670fb53424
lgs esi,[rbx]|0fb533
lgs esi,[rsi]|0fb536
lgs esi,[rdi]|0fb537
lgs esi,[rbp]|0fb57500
lgs esi,[rsp]|0fb53424
lgs edi,[0x0]|0fb53c2500000000
lgs edi,[ebx]|670fb53b
lgs edi,[esi]|670fb53e
lgs edi,[edi]|670fb53f
lgs edi,[ebp]|670fb57d00
lgs edi,[esp]|670fb53c24
lgs edi,[rbx]|0fb53b
lgs edi,[rsi]|0fb53e
lgs edi,[rdi]|0fb53f
lgs edi,[rbp]|0fb57d00
lgs edi,[rsp]|0fb53c24
lgs ebp,[0x0]|0fb52c2500000000
lgs ebp,[ebx]|670fb52b
lgs ebp,[esi]|670fb52e
lgs ebp,[edi]|670fb52f
lgs ebp,[ebp]|670fb56d00
lgs ebp,[esp]|670fb52c24
lgs ebp,[rbx]|0fb52b
lgs ebp,[rsi]|0fb52e
lgs ebp,[rdi]|0fb52f
lgs ebp,[rbp]|0fb56d00
lgs ebp,[rsp]|0fb52c24
lgs esp,[0x0]|0fb5242500000000
lgs esp,[ebx]|670fb523
lgs esp,[esi]|670fb526
lgs esp,[edi]|670fb527
lgs esp,[ebp]|670fb56500
lgs esp,[esp]|670fb52424
lgs esp,[rbx]|0fb523
lgs esp,[rsi]|0fb526
lgs esp,[rdi]|0fb527
lgs esp,[rbp]|0fb56500
lgs esp,[rsp]|0fb52424
lgs rax,[0x0]|480fb5042500000000
lgs rax,[ebx]|67480fb503
lgs rax,[esi]|67480fb506
lgs rax,[edi]|67480fb507
lgs rax,[ebp]|67480fb54500
lgs rax,[esp]|67480fb50424
lgs rax,[rbx]|480fb503
lgs rax,[rsi]|480fb506
lgs rax,[rdi]|480fb507
lgs rax,[rbp]|480fb54500
lgs rax,[rsp]|480fb50424
lgs rbx,[0x0]|480fb51c2500000000
lgs rbx,[ebx]|67480fb51b
lgs rbx,[esi]|67480fb51e
lgs rbx,[edi]|67480fb51f
lgs rbx,[ebp]|67480fb55d00
lgs rbx,[esp]|67480fb51c24
lgs rbx,[rbx]|480fb51b
lgs rbx,[rsi]|480fb51e
lgs rbx,[rdi]|480fb51f
lgs rbx,[rbp]|480fb55d00
lgs rbx,[rsp]|480fb51c24
lgs rcx,[0x0]|480fb50c2500000000
lgs rcx,[ebx]|67480fb50b
lgs rcx,[esi]|67480fb50e
lgs rcx,[edi]|67480fb50f
lgs rcx,[ebp]|67480fb54d00
lgs rcx,[esp]|67480fb50c24
lgs rcx,[rbx]|480fb50b
lgs rcx,[rsi]|480fb50e
lgs rcx,[rdi]|480fb50f
lgs rcx,[rbp]|480fb54d00
lgs rcx,[rsp]|480fb50c24
lgs rsi,[0x0]|480fb5342500000000
lgs rsi,[ebx]|67480fb533
lgs rsi,[esi]|67480fb536
lgs rsi,[edi]|67480fb537
lgs rsi,[ebp]|67480fb57500
lgs rsi,[esp]|67480fb53424
lgs rsi,[rbx]|480fb533
lgs rsi,[rsi]|480fb536
lgs rsi,[rdi]|480fb537
lgs rsi,[rbp]|480fb57500
lgs rsi,[rsp]|480fb53424
lgs rdi,[0x0]|480fb53c2500000000
lgs rdi,[ebx]|67480fb53b
lgs rdi,[esi]|67480fb53e
lgs rdi,[edi]|67480fb53f
lgs rdi,[ebp]|67480fb57d00
lgs rdi,[esp]|67480fb53c24
lgs rdi,[rbx]|480fb53b
lgs rdi,[rsi]|480fb53e
lgs rdi,[rdi]|480fb53f
lgs rdi,[rbp]|480fb57d00
lgs rdi,[rsp]|480fb53c24
lgs rbp,[0x0]|480fb52c2500000000
lgs rbp,[ebx]|67480fb52b
lgs rbp,[esi]|67480fb52e
lgs rbp,[edi]|67480fb52f
lgs rbp,[ebp]|67480fb56d00
lgs rbp,[esp]|67480fb52c24
lgs rbp,[rbx]|480fb52b
lgs rbp,[rsi]|480fb52e
lgs rbp,[rdi]|480fb52f
lgs rbp,[rbp]|480fb56d00
lgs rbp,[rsp]|480fb52c24
lgs rsp,[0x0]|480fb5242500000000
lgs rsp,[ebx]|67480fb523
lgs rsp,[esi]|67480fb526
lgs rsp,[edi]|67480fb527
lgs rsp,[ebp]|67480fb56500
lgs rsp,[esp]|67480fb52424
lgs rsp,[rbx]|480fb523
lgs rsp,[rsi]|480fb526
lgs rsp,[rdi]|480fb527
lgs rsp,[rbp]|480fb56500
lgs rsp,[rsp]|480fb52424
lss ax,[0x0]|660fb2042500000000
lss ax,[ebx]|66670fb203
lss ax,[esi]|66670fb206
lss ax,[edi]|66670fb207
lss ax,[ebp]|66670fb24500
lss ax,[esp]|66670fb20424
lss ax,[rbx]|660fb203
lss ax,[rsi]|660fb206
lss ax,[rdi]|660fb207
lss ax,[rbp]|660fb24500
lss ax,[rsp]|660fb20424
lss bx,[0x0]|660fb21c2500000000
lss bx,[ebx]|66670fb21b
lss bx,[esi]|66670fb21e
lss bx,[edi]|66670fb21f
lss bx,[ebp]|66670fb25d00
lss bx,[esp]|66670fb21c24
lss bx,[rbx]|660fb21b
lss bx,[rsi]|660fb21e
lss bx,[rdi]|660fb21f
lss bx,[rbp]|660fb25d00
lss bx,[rsp]|660fb21c24
lss cx,[0x0]|660fb20c2500000000
lss cx,[ebx]|66670fb20b
lss cx,[esi]|66670fb20e
lss cx,[edi]|66670fb20f
lss cx,[ebp]|66670fb24d00
lss cx,[esp]|66670fb20c24
lss cx,[rbx]|660fb20b
lss cx,[rsi]|660fb20e
lss cx,[rdi]|660fb20f
lss cx,[rbp]|660fb24d00
lss cx,[rsp]|660fb20c24
lss dx,[0x0]|660fb2142500000000
lss dx,[ebx]|66670fb213
lss dx,[esi]|66670fb216
lss dx,[edi]|66670fb217
lss dx,[ebp]|66670fb25500
lss dx,[esp]|66670fb21424
lss dx,[rbx]|660fb213
lss dx,[rsi]|660fb216
lss dx,[rdi]|660fb217
lss dx,[rbp]|660fb25500
lss dx,[rsp]|660fb21424
lss si,[0x0]|660fb2342500000000
lss si,[ebx]|66670fb233
lss si,[esi]|66670fb236
lss si,[edi]|66670fb237
lss si,[ebp]|66670fb27500
lss si,[esp]|66670fb23424
lss si,[rbx]|660fb233
lss si,[rsi]|660fb236
lss si,[rdi]|660fb237
lss si,[rbp]|660fb27500
lss si,[rsp]|660fb23424
lss di,[0x0]|660fb23c2500000000
lss di,[ebx]|66670fb23b
lss di,[esi]|66670fb23e
lss di,[edi]|66670fb23f
lss di,[ebp]|66670fb27d00
lss di,[esp]|66670fb23c24
lss di,[rbx]|660fb23b
lss di,[rsi]|660fb23e
lss di,[rdi]|660fb23f
lss di,[rbp]|660fb27d00
lss di,[rsp]|660fb23c24
lss sp,[0x0]|660fb2242500000000
lss sp,[ebx]|66670fb223
lss sp,[esi]|66670fb226
lss sp,[edi]|66670fb227
lss sp,[ebp]|66670fb26500
lss sp,[esp]|66670fb22424
lss sp,[rbx]|660fb223
lss sp,[rsi]|660fb226
lss sp,[rdi]|660fb227
lss sp,[rbp]|660fb26500
lss sp,[rsp]|660fb22424
lss bp,[0x0]|660fb22c2500000000
lss bp,[ebx]|66670fb22b
lss bp,[esi]|66670fb22e
lss bp,[edi]|66670fb22f
lss bp,[ebp]|66670fb26d00
lss bp,[esp]|66670fb22c24
lss bp,[rbx]|660fb22b
lss bp,[rsi]|660fb22e
lss bp,[rdi]|660fb22f
lss bp,[rbp]|660fb26d00
lss bp,[rsp]|660fb22c24
lss eax,[0x0]|0fb2042500000000
lss eax,[ebx]|670fb203
lss eax,[esi]|670fb206
lss eax,[edi]|670fb207
lss eax,[ebp]|670fb24500
lss eax,[esp]|670fb20424
lss eax,[rbx]|0fb203
lss eax,[rsi]|0fb206
lss eax,[rdi]|0fb207
lss eax,[rbp]|0fb24500
lss eax,[rsp]|0fb20424
lss ebx,[0x0]|0fb21c2500000000
lss ebx,[ebx]|670fb21b
lss ebx,[esi]|670fb21e
lss ebx,[edi]|670fb21f
lss ebx,[ebp]|670fb25d00
lss ebx,[esp]|670fb21c24
lss ebx,[rbx]|0fb21b
lss ebx,[rsi]|0fb21e
lss ebx,[rdi]|0fb21f
lss ebx,[rbp]|0fb25d00
lss ebx,[rsp]|0fb21c24
lss ecx,[0x0]|0fb20c2500000000
lss ecx,[ebx]|670fb20b
lss ecx,[esi]|670fb20e
lss ecx,[edi]|670fb20f
lss ecx,[ebp]|670fb24d00
lss ecx,[esp]|670fb20c24
lss ecx,[rbx]|0fb20b
lss ecx,[rsi]|0fb20e
lss ecx,[rdi]|0fb20f
lss ecx,[rbp]|0fb24d00
lss ecx,[rsp]|0fb20c24
lss esi,[0x0]|0fb2342500000000
lss esi,[ebx]|670fb233
lss esi,[esi]|670fb236
lss esi,[edi]|670fb237
lss esi,[ebp]|670fb27500
lss esi,[esp]|670fb23424
lss esi,[rbx]|0fb233
lss esi,[rsi]|0fb236
lss esi,[rdi]|0fb237
lss esi,[rbp]|0fb27500
lss esi,[rsp]|0fb23424
lss edi,[0x0]|0fb23c2500000000
lss edi,[ebx]|670fb23b
lss edi,[esi]|670fb23e
lss edi,[edi]|670fb23f
lss edi,[ebp]|670fb27d00
lss edi,[esp]|670fb23c24
lss edi,[rbx]|0fb23b
